Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
10-11-2012,57.72,34881.11,0.02%,0.19%
10-12-2012,57.73,34790.11,0.02%,-0.26%
10-15-2012,57.90,34870.17,0.29%,0.23%
10-16-2012,58.54,35376.95,1.10%,1.45%
10-17-2012,58.68,35529.63,0.24%,0.43%
10-18-2012,58.71,35544.99,0.04%,0.04%
10-19-2012,58.59,35402.03,-0.19%,-0.40%
10-22-2012,58.54,35366.57,-0.09%,-0.10%
10-23-2012,57.89,34881.51,-1.12%,-1.37%
10-24-2012,57.80,34793.76,-0.15%,-0.25%
10-25-2012,58.10,35093.92,0.53%,0.86%
10-26-2012,58.17,35094.11,0.12%,0.00%
10-29-2012,58.14,35140.34,-0.05%,0.13%
10-30-2012,58.30,35338.20,0.27%,0.56%
10-31-2012,58.69,35469.14,0.68%,0.37%
11-01-2012,59.15,35688.54,0.77%,0.62%
11-02-2012,58.78,35347.79,-0.62%,-0.95%
11-05-2012,58.64,35268.91,-0.23%,-0.22%
11-06-2012,58.51,35292.94,-0.23%,0.07%
11-07-2012,58.37,34921.07,-0.24%,-1.05%
11-08-2012,58.11,34808.18,-0.45%,-0.32%
11-09-2012,57.99,34824.60,-0.20%,0.05%
11-12-2012,57.90,34809.34,-0.15%,-0.04%
11-13-2012,57.70,34655.11,-0.35%,-0.44%
11-14-2012,57.02,34072.98,-1.18%,-1.68%
11-15-2012,56.59,33736.75,-0.74%,-0.99%
11-16-2012,56.72,33931.81,0.22%,0.58%
11-19-2012,57.50,34400.40,1.38%,1.38%
11-20-2012,57.49,34418.56,-0.02%,0.05%
11-21-2012,57.58,34575.00,0.17%,0.45%
11-22-2012,57.68,34731.28,0.17%,0.45%
11-23-2012,57.95,34905.25,0.46%,0.50%
11-26-2012,57.88,34830.51,-0.11%,-0.21%
11-27-2012,57.67,34620.71,-0.37%,-0.60%
11-28-2012,57.65,34722.22,-0.04%,0.29%
11-29-2012,58.02,34909.13,0.65%,0.54%
11-30-2012,58.12,35014.36,0.16%,0.30%
12-03-2012,57.85,34815.18,-0.46%,-0.57%
12-04-2012,57.72,34722.73,-0.23%,-0.27%
12-05-2012,57.88,34780.34,0.27%,0.17%
12-06-2012,58.01,34769.98,0.23%,-0.03%
12-07-2012,57.97,34799.33,-0.08%,0.08%
12-10-2012,58.16,35003.32,0.34%,0.59%
12-11-2012,58.36,35153.35,0.33%,0.43%
12-12-2012,58.69,35392.14,0.57%,0.68%
12-13-2012,58.48,35211.73,-0.36%,-0.51%
12-14-2012,58.49,35233.47,0.02%,0.06%
12-17-2012,58.54,35189.44,0.08%,-0.12%
12-18-2012,58.80,35341.55,0.44%,0.43%
12-19-2012,58.85,35542.34,0.08%,0.57%
12-20-2012,58.79,35500.40,-0.09%,-0.12%
12-21-2012,58.81,35495.29,0.03%,-0.01%
12-24-2012,58.87,35463.43,0.11%,-0.09%
12-27-2012,58.91,35508.65,0.06%,0.13%
12-28-2012,58.73,35359.31,-0.30%,-0.42%
12-31-2012,59.15,35696.72,0.72%,0.95%
01-02-2013,59.48,36022.05,0.56%,0.91%
01-03-2013,59.07,35820.47,-0.69%,-0.56%
01-04-2013,59.39,36022.60,0.54%,0.56%
01-07-2013,59.24,35904.09,-0.25%,-0.33%
01-08-2013,59.19,35919.26,-0.08%,0.04%
01-09-2013,59.24,35969.33,0.09%,0.14%
01-10-2013,59.42,36191.94,0.29%,0.62%
01-11-2013,59.36,36201.07,-0.09%,0.03%
01-14-2013,59.39,36203.68,0.04%,0.01%
01-15-2013,59.69,36321.56,0.51%,0.33%
01-16-2013,59.61,36226.30,-0.13%,-0.26%
01-17-2013,59.76,36415.67,0.26%,0.52%
01-18-2013,59.79,36568.35,0.04%,0.42%
01-21-2013,59.92,36765.36,0.23%,0.54%
01-22-2013,59.92,36873.33,-0.01%,0.29%
01-23-2013,59.75,36786.78,-0.29%,-0.23%
01-24-2013,59.94,36871.94,0.32%,0.23%
01-25-2013,59.81,36851.84,-0.20%,-0.05%
01-28-2013,59.79,36849.79,-0.04%,-0.01%
01-29-2013,59.97,36904.64,0.31%,0.15%
01-30-2013,59.96,36814.86,-0.03%,-0.24%
01-31-2013,59.77,36500.63,-0.31%,-0.85%
02-01-2013,59.94,36741.57,0.28%,0.66%
02-04-2013,59.74,36594.24,-0.33%,-0.40%
02-05-2013,59.85,36675.57,0.18%,0.22%
02-06-2013,59.66,36721.46,-0.31%,0.13%
02-07-2013,59.62,36705.12,-0.07%,-0.04%
02-08-2013,59.61,36835.51,-0.02%,0.36%
02-11-2013,59.42,36683.29,-0.32%,-0.41%
02-12-2013,59.51,36803.64,0.15%,0.33%
02-13-2013,59.56,36771.58,0.09%,-0.09%
02-14-2013,59.48,36618.20,-0.13%,-0.42%
02-15-2013,59.32,36522.66,-0.28%,-0.26%
02-19-2013,59.64,36878.64,0.54%,0.97%
02-20-2013,59.26,36605.81,-0.63%,-0.74%
02-21-2013,59.12,36398.52,-0.23%,-0.57%
02-22-2013,59.41,36576.06,0.49%,0.49%
02-25-2013,59.20,36435.09,-0.34%,-0.39%
02-26-2013,59.09,36481.90,-0.20%,0.13%
02-27-2013,59.25,36693.55,0.28%,0.58%
02-28-2013,59.59,36958.92,0.58%,0.72%
03-01-2013,59.35,36818.95,-0.41%,-0.38%
03-04-2013,59.09,36629.53,-0.44%,-0.51%
03-05-2013,59.25,36718.83,0.28%,0.24%
03-06-2013,59.57,36996.27,0.54%,0.76%
03-07-2013,59.55,36987.54,-0.04%,-0.02%
03-08-2013,59.52,37013.78,-0.05%,0.07%
03-11-2013,59.57,37082.28,0.08%,0.19%
03-12-2013,59.48,37143.16,-0.15%,0.16%
03-13-2013,59.27,36785.67,-0.35%,-0.96%
03-14-2013,59.46,36951.55,0.32%,0.45%
03-15-2013,59.46,37039.04,0.00%,0.24%
03-18-2013,59.26,36899.82,-0.34%,-0.38%
03-19-2013,59.26,36879.64,0.01%,-0.05%
03-20-2013,59.35,37036.90,0.15%,0.43%
03-21-2013,59.16,36810.97,-0.34%,-0.61%
03-22-2013,59.31,36838.33,0.26%,0.07%
03-25-2013,59.15,36617.38,-0.27%,-0.60%
03-26-2013,59.20,36742.86,0.08%,0.34%
03-27-2013,59.16,36723.89,-0.06%,-0.05%
03-28-2013,59.30,36887.77,0.23%,0.45%
04-01-2013,59.13,36747.40,-0.29%,-0.38%
04-02-2013,59.20,36711.30,0.13%,-0.10%
04-03-2013,58.43,35959.58,-1.31%,-2.05%
04-04-2013,58.32,35788.59,-0.19%,-0.48%
04-05-2013,58.25,35698.27,-0.11%,-0.25%
04-08-2013,58.32,35735.57,0.13%,0.10%
04-09-2013,58.81,36145.57,0.83%,1.15%
04-10-2013,58.94,36293.07,0.23%,0.41%
04-11-2013,58.85,36139.87,-0.16%,-0.42%
04-12-2013,58.34,35725.54,-0.87%,-1.15%
04-15-2013,57.27,34762.13,-1.82%,-2.70%
04-16-2013,57.70,35096.26,0.74%,0.96%
04-17-2013,57.18,34596.35,-0.90%,-1.42%
04-18-2013,57.35,34740.01,0.29%,0.42%
04-19-2013,57.43,34940.43,0.14%,0.58%
04-22-2013,57.65,35013.34,0.38%,0.21%
04-23-2013,57.79,35037.46,0.24%,0.07%
04-24-2013,58.51,35557.58,1.25%,1.48%
04-25-2013,58.62,35728.79,0.19%,0.48%
04-26-2013,58.22,35423.76,-0.69%,-0.85%
04-29-2013,58.52,35706.74,0.53%,0.80%
04-30-2013,59.28,36123.83,1.30%,1.17%
05-01-2013,58.94,35732.18,-0.58%,-1.08%
05-02-2013,59.00,35901.67,0.11%,0.47%
05-03-2013,59.28,36071.02,0.47%,0.47%
05-06-2013,59.23,36117.09,-0.08%,0.13%
05-07-2013,59.39,36146.64,0.27%,0.08%
05-08-2013,59.71,36498.09,0.53%,0.97%
05-09-2013,59.66,36378.74,-0.08%,-0.33%
05-10-2013,60.09,36515.57,0.72%,0.38%
05-13-2013,59.85,36352.39,-0.40%,-0.45%
05-14-2013,59.84,36493.24,-0.01%,0.39%
05-15-2013,59.54,36195.04,-0.51%,-0.82%
05-16-2013,59.68,36293.55,0.23%,0.27%
05-17-2013,60.10,36599.55,0.71%,0.84%
05-21-2013,60.71,36983.21,1.01%,1.05%
05-22-2013,60.78,37019.34,0.13%,0.10%
05-23-2013,60.42,36745.73,-0.60%,-0.74%
05-24-2013,60.41,36772.23,-0.02%,0.07%
05-27-2013,60.47,36862.10,0.10%,0.24%
05-28-2013,60.72,37021.59,0.42%,0.43%
05-29-2013,60.73,36992.96,0.00%,-0.08%
05-30-2013,60.60,37035.17,-0.21%,0.11%
05-31-2013,60.15,36763.25,-0.73%,-0.73%
06-03-2013,60.03,36645.65,-0.21%,-0.32%
06-04-2013,60.08,36599.65,0.08%,-0.13%
06-05-2013,59.40,36169.78,-1.12%,-1.17%
06-06-2013,59.21,36075.78,-0.32%,-0.26%
06-07-2013,59.03,35971.01,-0.31%,-0.29%
06-10-2013,58.89,35998.56,-0.24%,0.08%
06-11-2013,58.06,35536.50,-1.39%,-1.28%
06-12-2013,57.35,35246.87,-1.23%,-0.82%
06-13-2013,58.28,35734.17,1.62%,1.38%
06-14-2013,57.98,35472.90,-0.52%,-0.73%
06-17-2013,58.55,35768.42,0.98%,0.83%
06-18-2013,58.71,36003.20,0.27%,0.66%
06-19-2013,58.22,35715.75,-0.84%,-0.80%
06-20-2013,57.08,34844.16,-1.95%,-2.44%
06-21-2013,57.19,34924.29,0.18%,0.23%
06-24-2013,56.61,34461.96,-1.01%,-1.32%
06-25-2013,57.52,34952.70,1.61%,1.42%
06-26-2013,57.44,34846.19,-0.13%,-0.30%
06-27-2013,57.74,35021.27,0.51%,0.50%
06-28-2013,58.30,35382.22,0.97%,1.03%
07-02-2013,58.54,35525.95,0.41%,0.41%
07-03-2013,58.49,35430.78,-0.07%,-0.27%
07-04-2013,58.53,35492.63,0.06%,0.17%
07-05-2013,58.28,35419.08,-0.43%,-0.21%
07-08-2013,58.51,35635.01,0.41%,0.61%
07-09-2013,59.00,35893.01,0.83%,0.72%
07-10-2013,59.05,35929.48,0.08%,0.10%
07-11-2013,59.89,36475.23,1.42%,1.52%
07-12-2013,59.72,36384.47,-0.28%,-0.25%
07-15-2013,60.32,36578.39,1.01%,0.53%
07-16-2013,60.33,36546.22,0.01%,-0.09%
07-17-2013,60.68,36697.70,0.58%,0.41%
07-18-2013,60.95,36874.74,0.44%,0.48%
07-19-2013,61.22,37039.07,0.45%,0.45%
07-22-2013,61.42,37253.08,0.33%,0.58%
07-23-2013,61.40,37238.65,-0.04%,-0.04%
07-24-2013,61.02,37025.31,-0.61%,-0.57%
07-25-2013,61.07,37016.09,0.08%,-0.02%
07-26-2013,60.89,36954.04,-0.30%,-0.17%
07-29-2013,61.03,37028.81,0.24%,0.20%
07-30-2013,61.00,36787.52,-0.05%,-0.65%
07-31-2013,60.58,36509.86,-0.68%,-0.75%
08-01-2013,60.86,36823.94,0.45%,0.86%
08-02-2013,60.87,36851.12,0.02%,0.07%
08-06-2013,60.33,36459.52,-0.89%,-1.06%
08-07-2013,60.15,36294.06,-0.30%,-0.45%
08-08-2013,60.61,36704.89,0.78%,1.13%
08-09-2013,60.37,36673.34,-0.41%,-0.09%
08-12-2013,60.40,36825.79,0.05%,0.42%
08-13-2013,60.57,36975.39,0.27%,0.41%
08-14-2013,60.59,36972.12,0.03%,-0.01%
08-15-2013,60.97,37163.89,0.64%,0.52%
08-16-2013,61.20,37264.46,0.38%,0.27%
08-19-2013,60.62,36828.84,-0.95%,-1.17%
08-20-2013,60.83,37075.63,0.34%,0.67%
08-21-2013,60.38,36797.56,-0.74%,-0.75%
08-22-2013,60.78,37094.89,0.67%,0.81%
08-23-2013,61.38,37352.43,0.99%,0.69%
08-26-2013,61.33,37353.22,-0.08%,0.00%
08-27-2013,60.84,36860.57,-0.80%,-1.32%
08-28-2013,61.01,36928.56,0.29%,0.18%
08-29-2013,61.23,37215.92,0.35%,0.78%
08-30-2013,61.06,37075.14,-0.27%,-0.38%
09-03-2013,61.48,37330.01,0.69%,0.69%
09-04-2013,61.50,37380.81,0.03%,0.14%
09-05-2013,61.95,37643.71,0.74%,0.70%
09-06-2013,61.93,37579.30,-0.04%,-0.17%
09-09-2013,62.14,37678.43,0.33%,0.26%
09-10-2013,62.06,37590.49,-0.12%,-0.23%
09-11-2013,62.23,37613.64,0.27%,0.06%
09-12-2013,61.55,37264.53,-1.09%,-0.93%
09-13-2013,61.66,37330.39,0.17%,0.18%
09-16-2013,62.16,37604.96,0.81%,0.74%
09-17-2013,62.18,37656.89,0.03%,0.14%
09-18-2013,62.61,37944.30,0.70%,0.76%
09-19-2013,62.67,37932.36,0.10%,-0.03%
09-20-2013,62.31,37579.32,-0.58%,-0.93%
09-23-2013,62.28,37594.55,-0.05%,0.04%
09-24-2013,62.54,37708.66,0.42%,0.30%
09-25-2013,62.41,37683.69,-0.21%,-0.07%
09-26-2013,62.40,37734.88,-0.02%,0.14%
09-27-2013,62.44,37760.53,0.06%,0.07%
09-30-2013,62.33,37593.50,-0.17%,-0.44%
10-01-2013,62.53,37789.74,0.31%,0.52%
10-02-2013,62.33,37765.33,-0.31%,-0.06%
10-03-2013,61.84,37460.01,-0.78%,-0.81%
10-04-2013,61.96,37529.21,0.19%,0.18%
10-07-2013,62.09,37616.72,0.20%,0.23%
10-08-2013,61.79,37335.35,-0.47%,-0.75%
10-09-2013,61.90,37447.12,0.18%,0.30%
10-10-2013,62.70,37939.32,1.29%,1.31%
10-11-2013,62.67,37932.53,-0.05%,-0.02%
10-15-2013,62.90,38050.30,0.36%,0.31%
10-16-2013,62.97,38126.07,0.11%,0.20%
10-17-2013,63.33,38358.98,0.57%,0.61%
10-18-2013,63.90,38654.22,0.90%,0.77%
10-21-2013,64.18,38802.63,0.45%,0.38%
10-22-2013,64.39,39007.21,0.32%,0.53%
10-23-2013,64.36,38994.84,-0.04%,-0.03%
10-24-2013,64.70,39234.64,0.53%,0.61%
10-25-2013,64.94,39454.50,0.37%,0.56%
10-28-2013,64.71,39373.27,-0.36%,-0.21%
10-29-2013,65.05,39587.84,0.53%,0.54%
10-30-2013,65.10,39646.25,0.07%,0.15%
10-31-2013,64.89,39369.48,-0.33%,-0.70%
11-01-2013,64.75,39299.80,-0.22%,-0.18%
11-04-2013,64.80,39371.46,0.08%,0.18%
11-05-2013,64.58,39371.24,-0.33%,0.00%
11-06-2013,64.73,39427.63,0.23%,0.14%
11-07-2013,64.44,39173.61,-0.45%,-0.64%
11-08-2013,64.81,39421.68,0.58%,0.63%
11-11-2013,64.68,39362.91,-0.19%,-0.15%
11-12-2013,64.52,39268.85,-0.26%,-0.24%
11-13-2013,64.48,39413.16,-0.05%,0.37%
11-14-2013,64.90,39592.86,0.64%,0.46%
11-15-2013,65.23,39749.56,0.52%,0.40%
11-18-2013,65.22,39677.53,-0.02%,-0.18%
11-19-2013,65.17,39635.66,-0.09%,-0.11%
11-20-2013,65.25,39605.16,0.13%,-0.08%
11-21-2013,65.64,39742.73,0.60%,0.35%
11-22-2013,65.59,39751.70,-0.08%,0.02%
11-25-2013,65.58,39740.30,-0.02%,-0.03%
11-26-2013,65.19,39381.88,-0.58%,-0.90%
11-27-2013,65.25,39436.97,0.09%,0.14%
11-28-2013,65.33,39464.15,0.12%,0.07%
11-29-2013,65.54,39547.68,0.32%,0.21%
12-02-2013,65.47,39619.02,-0.12%,0.18%
12-03-2013,65.07,39325.70,-0.60%,-0.74%
12-04-2013,65.00,39281.96,-0.11%,-0.11%
12-05-2013,64.57,38973.38,-0.65%,-0.79%
12-06-2013,64.81,39217.36,0.37%,0.63%
12-09-2013,65.12,39317.92,0.47%,0.26%
12-10-2013,65.16,39353.98,0.06%,0.09%
12-11-2013,64.21,38811.27,-1.46%,-1.38%
12-12-2013,63.96,38774.76,-0.38%,-0.09%
12-13-2013,64.01,38810.26,0.08%,0.09%
12-16-2013,64.22,38984.16,0.32%,0.45%
12-17-2013,64.16,38971.58,-0.09%,-0.03%
12-18-2013,64.84,39429.13,1.05%,1.17%
12-19-2013,65.14,39600.94,0.46%,0.44%
12-20-2013,65.23,39622.83,0.14%,0.06%
12-23-2013,65.26,39779.70,0.05%,0.40%
12-24-2013,65.50,39988.22,0.37%,0.52%
12-27-2013,65.74,40234.39,0.38%,0.62%
12-30-2013,65.88,40215.25,0.20%,-0.05%
12-31-2013,66.19,40334.38,0.47%,0.30%
01-02-2014,66.11,40273.04,-0.12%,-0.15%
01-03-2014,65.86,40157.38,-0.38%,-0.29%
01-06-2014,65.75,39999.33,-0.17%,-0.39%
01-07-2014,65.90,40299.85,0.23%,0.75%
01-08-2014,65.84,40352.60,-0.09%,0.13%
01-09-2014,65.70,40396.43,-0.22%,0.11%
01-10-2014,66.25,40746.74,0.83%,0.87%
01-13-2014,66.04,40552.70,-0.32%,-0.48%
01-14-2014,65.94,40594.32,-0.15%,0.10%
01-15-2014,66.21,40832.81,0.41%,0.59%
01-16-2014,66.32,41007.74,0.17%,0.43%
01-17-2014,66.44,41181.19,0.17%,0.42%
01-20-2014,66.88,41485.20,0.67%,0.74%
01-21-2014,66.65,41371.50,-0.34%,-0.27%
01-22-2014,66.72,41480.75,0.09%,0.26%
01-23-2014,66.50,41341.00,-0.33%,-0.34%
01-24-2014,65.78,40702.46,-1.08%,-1.54%
01-27-2014,65.25,40300.49,-0.81%,-0.99%
01-28-2014,65.84,40613.15,0.91%,0.78%
01-29-2014,65.61,40497.05,-0.36%,-0.29%
01-30-2014,65.98,40783.40,0.57%,0.71%
01-31-2014,65.94,40663.61,-0.05%,-0.29%
02-03-2014,65.00,40044.26,-1.43%,-1.52%
02-04-2014,65.28,40099.34,0.43%,0.14%
02-05-2014,65.70,40263.28,0.64%,0.41%
02-06-2014,66.28,40719.69,0.89%,1.13%
02-07-2014,66.51,40936.74,0.34%,0.53%
02-10-2014,66.33,40959.55,-0.27%,0.06%
02-11-2014,66.69,41219.38,0.53%,0.63%
02-12-2014,66.77,41288.06,0.12%,0.17%
02-13-2014,67.00,41589.20,0.35%,0.73%
02-14-2014,67.14,41746.94,0.20%,0.38%
02-18-2014,67.30,41814.75,0.25%,0.16%
02-19-2014,67.68,41944.61,0.57%,0.31%
02-20-2014,68.05,42218.39,0.55%,0.65%
02-21-2014,68.07,42207.40,0.02%,-0.03%
02-24-2014,68.17,42276.70,0.15%,0.16%
02-25-2014,67.94,42163.90,-0.34%,-0.27%
02-26-2014,67.94,42183.26,0.00%,0.05%
02-27-2014,68.18,42265.94,0.35%,0.20%
02-28-2014,68.48,42260.17,0.44%,-0.01%
03-03-2014,68.36,42271.31,-0.17%,0.03%
03-04-2014,68.57,42501.47,0.30%,0.54%
03-05-2014,68.49,42544.71,-0.11%,0.10%
03-06-2014,68.64,42458.85,0.21%,-0.20%
03-07-2014,68.83,42545.28,0.28%,0.20%
03-10-2014,68.88,42554.14,0.08%,0.02%
03-11-2014,68.73,42454.43,-0.23%,-0.23%
03-12-2014,68.85,42641.21,0.18%,0.44%
03-13-2014,68.56,42431.50,-0.42%,-0.49%
03-14-2014,68.47,42381.40,-0.13%,-0.12%
03-17-2014,68.72,42394.46,0.37%,0.03%
03-18-2014,69.28,42803.71,0.80%,0.97%
03-19-2014,69.18,42700.83,-0.14%,-0.24%
03-20-2014,69.36,42784.50,0.27%,0.20%
03-21-2014,69.53,42708.65,0.23%,-0.18%
03-24-2014,69.34,42538.22,-0.26%,-0.40%
03-25-2014,69.42,42605.08,0.11%,0.16%
03-26-2014,68.95,42272.38,-0.68%,-0.78%
03-27-2014,69.10,42292.81,0.21%,0.05%
03-28-2014,69.51,42556.34,0.60%,0.62%
03-31-2014,69.86,42779.05,0.51%,0.52%
04-01-2014,70.08,42935.18,0.31%,0.36%
04-02-2014,70.39,43171.10,0.44%,0.55%
04-03-2014,70.13,43001.43,-0.36%,-0.39%
04-04-2014,70.26,42974.23,0.18%,-0.06%
04-07-2014,69.76,42608.09,-0.72%,-0.85%
04-08-2014,70.20,42921.02,0.63%,0.73%
04-09-2014,70.50,43109.57,0.43%,0.44%
04-10-2014,69.93,42730.66,-0.80%,-0.88%
04-11-2014,69.80,42582.54,-0.19%,-0.35%
04-14-2014,69.99,42662.39,0.27%,0.19%
04-15-2014,70.08,42721.75,0.13%,0.14%
04-16-2014,70.67,43147.67,0.84%,1.00%
04-17-2014,70.97,43308.57,0.42%,0.37%
04-21-2014,70.97,43290.54,0.01%,-0.04%
04-22-2014,71.12,43501.62,0.21%,0.49%
04-23-2014,71.05,43435.61,-0.10%,-0.15%
04-24-2014,71.14,43497.93,0.12%,0.14%
04-25-2014,70.88,43436.40,-0.35%,-0.14%
04-28-2014,70.99,43441.15,0.15%,0.01%
04-29-2014,71.33,43610.51,0.48%,0.39%
04-30-2014,71.64,43816.13,0.44%,0.47%
05-01-2014,71.47,43853.04,-0.25%,0.08%
05-02-2014,71.95,44155.34,0.67%,0.69%
05-05-2014,71.58,43951.61,-0.52%,-0.46%
05-06-2014,71.17,43698.20,-0.57%,-0.58%
05-07-2014,71.33,43830.93,0.23%,0.30%
05-08-2014,70.65,43500.84,-0.96%,-0.75%
05-09-2014,70.45,43470.92,-0.27%,-0.07%
05-12-2014,71.05,43832.91,0.85%,0.83%
05-13-2014,71.25,43919.01,0.28%,0.20%
05-14-2014,71.18,43903.15,-0.11%,-0.04%
05-15-2014,70.68,43650.11,-0.71%,-0.58%
05-16-2014,70.33,43428.75,-0.49%,-0.51%
05-20-2014,70.39,43465.81,0.08%,0.09%
05-21-2014,70.94,43847.99,0.78%,0.88%
05-22-2014,71.33,44005.89,0.54%,0.36%
05-23-2014,71.46,44023.27,0.18%,0.04%
05-26-2014,71.53,44051.53,0.11%,0.06%
05-27-2014,71.32,43879.62,-0.30%,-0.39%
05-28-2014,71.14,43761.57,-0.26%,-0.27%
05-29-2014,71.26,43698.39,0.18%,-0.14%
05-30-2014,71.31,43743.95,0.06%,0.10%
06-02-2014,71.71,43982.48,0.56%,0.55%
06-03-2014,72.13,44146.69,0.58%,0.37%
06-04-2014,72.38,44332.97,0.35%,0.42%
06-05-2014,72.36,44351.06,-0.02%,0.04%
06-06-2014,72.66,44472.90,0.41%,0.27%
06-09-2014,72.93,44569.74,0.37%,0.22%
06-10-2014,72.97,44669.93,0.06%,0.22%
06-11-2014,72.74,44657.37,-0.31%,-0.03%
06-12-2014,73.02,44732.52,0.39%,0.17%
06-13-2014,73.56,45009.09,0.74%,0.62%
06-16-2014,73.71,45127.34,0.20%,0.26%
06-17-2014,73.69,45174.81,-0.03%,0.11%
06-18-2014,73.98,45335.56,0.39%,0.36%
06-19-2014,74.02,45346.21,0.06%,0.02%
06-20-2014,74.23,45336.48,0.29%,-0.02%
06-23-2014,74.22,45328.02,-0.02%,-0.02%
06-24-2014,73.64,44901.98,-0.78%,-0.94%
06-25-2014,73.64,44950.02,0.01%,0.11%
06-26-2014,74.00,45156.90,0.49%,0.46%
06-27-2014,74.35,45367.04,0.47%,0.47%
06-30-2014,74.66,45522.61,0.41%,0.34%
07-02-2014,75.00,45714.54,0.47%,0.42%
07-03-2014,75.09,45707.20,0.11%,-0.02%
07-04-2014,75.21,45730.80,0.16%,0.05%
07-07-2014,74.87,45626.45,-0.45%,-0.23%
07-08-2014,74.65,45519.04,-0.29%,-0.24%
07-09-2014,74.86,45761.52,0.28%,0.53%
07-10-2014,74.42,45458.63,-0.59%,-0.66%
07-11-2014,74.19,45493.35,-0.31%,0.08%
07-14-2014,74.63,45631.31,0.59%,0.30%
07-15-2014,74.02,45362.70,-0.81%,-0.59%
07-16-2014,74.80,45798.90,1.05%,0.96%
07-17-2014,74.49,45733.14,-0.42%,-0.14%
07-18-2014,74.77,45921.86,0.39%,0.41%
07-21-2014,74.80,45872.13,0.04%,-0.11%
07-22-2014,75.11,46093.03,0.41%,0.48%
07-23-2014,75.37,46333.31,0.34%,0.52%
07-24-2014,75.35,46333.54,-0.02%,0.00%
07-25-2014,75.55,46515.90,0.27%,0.39%
07-28-2014,75.33,46486.33,-0.30%,-0.06%
07-29-2014,75.45,46505.44,0.17%,0.04%
07-30-2014,76.03,46753.42,0.76%,0.53%
07-31-2014,75.35,46169.37,-0.89%,-1.25%
08-01-2014,74.71,45821.61,-0.85%,-0.75%
08-05-2014,74.61,45738.64,-0.13%,-0.18%
08-06-2014,74.68,45782.38,0.09%,0.10%
08-07-2014,74.21,45531.50,-0.63%,-0.55%
08-08-2014,74.66,45766.06,0.61%,0.52%
08-11-2014,74.82,45962.81,0.21%,0.43%
08-12-2014,74.78,46001.22,-0.05%,0.08%
08-13-2014,74.73,45978.12,-0.07%,-0.05%
08-14-2014,74.64,46064.92,-0.12%,0.19%
08-15-2014,74.68,46111.27,0.06%,0.10%
08-18-2014,74.66,46214.60,-0.03%,0.22%
08-19-2014,75.40,46637.53,0.99%,0.92%
08-20-2014,75.76,46901.24,0.47%,0.57%
08-21-2014,76.15,46885.78,0.52%,-0.03%
08-22-2014,76.07,46824.42,-0.10%,-0.13%
08-25-2014,76.24,47020.97,0.23%,0.42%
08-26-2014,76.33,47085.70,0.11%,0.14%
08-27-2014,76.19,47060.34,-0.18%,-0.05%
08-28-2014,75.99,46929.61,-0.27%,-0.28%
08-29-2014,76.43,47133.40,0.58%,0.43%
09-02-2014,76.19,47125.01,-0.31%,-0.02%
09-03-2014,76.35,47241.85,0.21%,0.25%
09-04-2014,75.80,46997.92,-0.72%,-0.52%
09-05-2014,75.91,46985.08,0.15%,-0.03%
09-08-2014,75.43,46808.37,-0.64%,-0.38%
09-09-2014,75.47,46892.18,0.05%,0.18%
09-10-2014,75.26,46708.58,-0.28%,-0.39%
09-11-2014,75.55,46924.31,0.39%,0.46%
09-12-2014,75.60,46917.91,0.07%,-0.01%
09-15-2014,75.44,46770.68,-0.21%,-0.31%
09-16-2014,75.58,46856.30,0.17%,0.18%
09-17-2014,75.30,46702.14,-0.37%,-0.33%
09-18-2014,75.08,46724.20,-0.29%,0.05%
09-19-2014,74.04,46119.41,-1.39%,-1.29%
09-22-2014,73.31,45707.47,-0.98%,-0.89%
09-23-2014,73.39,45702.83,0.11%,-0.01%
09-24-2014,73.51,45689.40,0.16%,-0.03%
09-25-2014,72.37,45013.35,-1.55%,-1.48%
09-26-2014,73.03,45454.27,0.91%,0.98%
09-29-2014,72.91,45303.88,-0.17%,-0.33%
09-30-2014,72.86,45254.49,-0.07%,-0.11%
10-01-2014,72.19,44806.49,-0.91%,-0.99%
10-02-2014,71.98,44671.17,-0.29%,-0.30%
10-03-2014,71.99,44778.95,0.01%,0.24%
10-06-2014,71.69,44637.68,-0.41%,-0.32%
10-07-2014,71.03,44133.50,-0.92%,-1.13%
10-08-2014,71.54,44406.61,0.72%,0.62%
10-09-2014,70.65,43791.15,-1.25%,-1.39%
10-10-2014,69.64,43086.76,-1.43%,-1.61%
10-14-2014,68.72,42510.42,-1.32%,-1.34%
10-15-2014,68.03,42006.02,-1.01%,-1.19%
10-16-2014,68.90,42560.50,1.27%,1.32%
10-17-2014,69.70,43089.64,1.16%,1.24%
10-20-2014,70.10,43425.02,0.58%,0.78%
10-21-2014,71.05,44060.85,1.35%,1.46%
10-22-2014,70.07,43350.23,-1.38%,-1.61%
10-23-2014,70.88,43906.42,1.16%,1.28%
10-24-2014,70.84,44079.18,-0.07%,0.39%
10-27-2014,70.24,43852.38,-0.84%,-0.51%
10-28-2014,71.02,44323.37,1.11%,1.07%
10-29-2014,70.71,44044.56,-0.43%,-0.63%
10-30-2014,70.51,43849.39,-0.28%,-0.44%
10-31-2014,71.28,44318.34,1.09%,1.07%
11-03-2014,70.85,44088.75,-0.60%,-0.52%
